ID	pwm_atg	pwm_ctg	pwm_gtg	pwm_ttg
ENSP00000396704		0	1	0	1
ENSP00000248846		1	0	1	1
ENSP00000284878		1	1	1	1
ENSP00000263246		0	1	1	1
ENSP00000333283		1	0	0	0
ENSP00000264771		0	1	1	0
ENSP00000343001		1	0	1	1
ENSP00000261884		0	1	0	0
ENSP00000279068		0	0	1	1
ENSP00000296802		0	0	0	0
ENSP00000354086		1	0	0	0
ENSP00000363418		0	1	1	0
ENSP00000222284		0	0	0	0
ENSP00000356988		1	0	0	0
ENSP00000303580		1	1	0	0
ENSP00000451030		0	0	1	0
ENSP00000451261		0	1	0	0
ENSP00000262033		1	1	1	0
ENSP00000355060		0	0	1	0
ENSP00000376889		1	0	0	0
ENSP00000365251		1	0	1	1
ENSP00000233027		1	1	1	0
ENSP00000339479		1	0	1	0
ENSP00000363211		1	1	0	0
ENSP00000370410		0	1	0	0
ENSP00000332198		0	1	0	1
ENSP00000318195		0	0	0	1
ENSP00000248420		0	0	0	0
ENSP00000362711		0	0	1	1
ENSP00000359174		0	1	1	0
ENSP00000353408		0	1	0	0
ENSP00000356243		0	0	0	1
ENSP00000300231		1	0	0	1
ENSP00000383892		1	0	1	0
ENSP00000025301		1	1	0	1
ENSP00000357986		1	1	1	1
ENSP00000382379		1	1	0	1
ENSP00000325002		1	0	1	0
ENSP00000263238		0	1	1	1
ENSP00000416696		1	0	1	1
ENSP00000362527		1	0	0	0
ENSP00000340989		1	0	0	0
ENSP00000380514		1	0	0	1
ENSP00000386105		1	0	0	0
ENSP00000344724		0	0	0	0
ENSP00000341885		0	0	0	0
ENSP00000339145		0	1	1	1
ENSP00000449428		0	0	0	0
ENSP00000428756		1	0	0	0
ENSP00000344503		0	0	0	0
ENSP00000263897		0	0	1	0
ENSP00000276202		1	0	1	1
ENSP00000326063		0	1	0	1
ENSP00000362261		0	0	1	0
ENSP00000253452		0	0	0	0
ENSP00000246024		1	1	1	1
ENSP00000416015		1	1	1	0
ENSP00000274031		1	1	1	0
ENSP00000384490		0	1	1	1
ENSP00000259708		1	0	0	0
ENSP00000262738		1	1	0	0
ENSP00000250056		1	0	0	0
ENSP00000264161		0	0	1	0
ENSP00000361859		0	0	0	0
ENSP00000349781		0	0	1	1
ENSP00000320650		1	1	0	0
ENSP00000294119		1	0	0	1
ENSP00000246337		1	0	0	0
ENSP00000260570		1	0	0	1
ENSP00000368931		1	0	1	1
ENSP00000397259		1	0	1	1
ENSP00000234590		1	0	1	0
ENSP00000265846		1	0	0	0
ENSP00000412566		0	1	0	0
ENSP00000323929		1	0	0	0
ENSP00000364028		1	0	0	0
ENSP00000378260		0	0	1	1
ENSP00000317579		1	0	0	1
ENSP00000227495		0	0	0	0
ENSP00000452885		1	1	1	1
ENSP00000000233		0	0	0	0
ENSP00000311344		0	0	1	1
ENSP00000357998		1	0	1	1
ENSP00000371084		1	1	1	0
ENSP00000205402		0	1	0	1
ENSP00000377381		0	1	1	1
ENSP00000294952		1	1	0	0
ENSP00000292807		0	0	1	0
ENSP00000366509		0	0	0	0
ENSP00000355880		0	0	0	1
ENSP00000354532		0	0	0	0
ENSP00000222399		1	1	0	0
ENSP00000304697		0	0	0	0
ENSP00000262570		0	0	0	0
ENSP00000301093		0	0	1	0
ENSP00000348602		0	1	0	1
ENSP00000247191		1	0	1	0
ENSP00000408464		1	1	0	1
ENSP00000377078		1	0	0	0
ENSP00000266070		1	1	0	0
ENSP00000287647		1	1	1	1
ENSP00000225609		1	1	1	0
ENSP00000250263		0	1	1	0
ENSP00000429084		1	0	1	1
ENSP00000351446		0	0	1	1
ENSP00000383851		1	0	1	1
ENSP00000253122		1	0	0	0
ENSP00000419475		1	0	0	0
ENSP00000245552		0	0	0	0
ENSP00000355958		1	1	1	1
ENSP00000430706		1	0	0	0
ENSP00000216237		1	0	0	1
ENSP00000366673		1	1	1	1
ENSP00000324287		1	1	0	1
ENSP00000310749		0	0	0	0
ENSP00000262319		1	0	1	0
ENSP00000376522		0	0	0	0
ENSP00000303468		1	1	0	1
ENSP00000344322		1	1	1	1
ENSP00000268124		1	1	0	0
ENSP00000247843		0	0	0	0
ENSP00000250416		1	0	0	0
ENSP00000196482		0	0	0	0
ENSP00000300811		0	0	0	1
ENSP00000263881		0	0	1	1
ENSP00000359729		1	1	1	0
ENSP00000320081		0	1	1	1
ENSP00000318883		1	0	0	0
ENSP00000333018		0	0	1	0
ENSP00000234488		1	0	1	1
ENSP00000313983		1	1	1	1
ENSP00000336666		0	0	0	1
ENSP00000233084		1	0	1	1
ENSP00000251089		1	0	0	0
ENSP00000305193		0	1	1	0
ENSP00000005340		1	0	0	0
ENSP00000266037		1	0	0	1
ENSP00000400815		1	1	1	0
ENSP00000300283		1	0	0	0
ENSP00000398410		1	0	0	0
ENSP00000331791		0	0	1	0
ENSP00000434516		0	0	1	1
ENSP00000355231		1	1	1	0
ENSP00000360525		0	0	0	0
ENSP00000391942		0	1	1	1
ENSP00000393596		1	1	1	1
ENSP00000293350		0	0	0	0
ENSP00000225573		1	0	0	1
ENSP00000217429		1	0	0	1
ENSP00000331258		0	0	0	1
ENSP00000417509		0	0	1	0
ENSP00000257915		1	0	1	0
ENSP00000323527		1	1	1	0
ENSP00000316589		1	1	1	0
ENSP00000363329		0	0	1	0
ENSP00000346762		1	0	0	1
ENSP00000259324		1	0	0	1
ENSP00000374409		0	0	1	0
ENSP00000373713		1	0	1	0
ENSP00000264515		1	1	1	1
ENSP00000229328		1	0	0	0
ENSP00000310596		0	0	1	0
ENSP00000387911		0	0	1	0
ENSP00000324806		0	0	0	0
ENSP00000264028		1	0	0	1
ENSP00000418803		0	0	1	1
ENSP00000379568		1	0	1	0
ENSP00000318602		0	1	0	0
ENSP00000250974		0	0	0	0
ENSP00000470381		1	0	1	0
ENSP00000336994		1	0	1	0
ENSP00000345344		0	1	0	0
ENSP00000305976		1	1	0	1
ENSP00000311747		0	0	0	0
ENSP00000383365		0	0	0	0
ENSP00000235521		1	1	0	1
ENSP00000369100		0	0	0	1
ENSP00000251020		0	1	1	1
ENSP00000280756		0	0	0	1
ENSP00000264552		0	1	0	0
ENSP00000425634		1	0	0	0
ENSP00000262932		1	0	0	0
ENSP00000360149		1	0	1	0
ENSP00000258424		0	0	0	1
ENSP00000427802		0	1	0	1
ENSP00000310015		0	0	0	0
ENSP00000361935		0	0	0	0
ENSP00000353608		0	0	1	1
ENSP00000323074		0	0	0	1
ENSP00000359398		0	0	1	1
ENSP00000379891		0	1	0	0
ENSP00000262375		1	0	0	0
ENSP00000358719		0	1	0	1
ENSP00000427130		0	0	0	0
ENSP00000360158		1	1	1	1
ENSP00000296161		1	0	1	1
ENSP00000371475		1	1	1	1
ENSP00000358327		0	0	0	0
ENSP00000222644		1	1	0	1
ENSP00000297785		0	0	1	1
ENSP00000329102		0	1	1	0
ENSP00000239690		0	0	1	1
ENSP00000356272		0	1	0	0
ENSP00000349313		0	0	0	1
ENSP00000295971		0	0	0	0
ENSP00000292524		1	0	1	1
ENSP00000267229		1	1	0	0
ENSP00000438788		0	1	1	0
ENSP00000274311		1	1	0	1
ENSP00000443194		0	0	1	1
ENSP00000222968		1	0	1	0
ENSP00000318016		1	0	0	0
ENSP00000359424		1	0	1	1
ENSP00000292475		0	1	1	0
ENSP00000280346		0	1	1	0
ENSP00000379144		1	1	0	1
ENSP00000362807		1	0	1	1
ENSP00000221801		0	0	0	0
ENSP00000392617		1	0	1	0
ENSP00000300026		0	0	1	0
ENSP00000382392		0	0	0	0
ENSP00000368982		1	0	0	0
ENSP00000417963		0	0	0	0
ENSP00000331787		0	0	0	1
ENSP00000315476		0	0	0	0
ENSP00000318177		1	0	1	1
ENSP00000298569		1	0	1	0
ENSP00000002125		0	0	0	1
ENSP00000299601		1	0	0	0
ENSP00000384996		1	0	0	0
ENSP00000364034		0	0	0	0
ENSP00000379387		1	1	0	1
ENSP00000347005		1	0	0	0
ENSP00000264992		0	0	0	0
ENSP00000007414		1	0	0	0
ENSP00000293362		1	0	0	0
ENSP00000369154		0	0	1	1
ENSP00000233146		1	0	0	1
ENSP00000361558		0	0	0	0
ENSP00000306844		1	0	0	1
ENSP00000298875		1	1	1	1
ENSP00000347324		1	0	0	1
ENSP00000359958		0	0	1	1
ENSP00000299821		0	0	0	0
ENSP00000381428		0	1	1	1
ENSP00000311083		1	0	0	0
ENSP00000395590		0	0	0	0
ENSP00000425561		0	1	0	0
ENSP00000179259		1	0	0	1
ENSP00000380531		0	0	0	0
ENSP00000216714		0	0	0	0
ENSP00000262419		1	1	1	1
ENSP00000341947		0	1	1	1
ENSP00000306223		0	0	0	0
ENSP00000362546		1	1	0	1
ENSP00000298912		1	1	1	1
ENSP00000221418		1	0	0	0
ENSP00000295491		1	0	0	0
ENSP00000402084		0	1	0	0
ENSP00000267103		1	0	0	0
ENSP00000354837		1	0	0	0
ENSP00000351100		1	0	1	0
ENSP00000349428		1	0	0	1
ENSP00000363135		1	0	1	1
ENSP00000346733		0	0	1	0
ENSP00000407818		0	1	1	0
ENSP00000271620		0	1	1	1
ENSP00000262878		1	0	1	0
ENSP00000343818		1	1	0	0
ENSP00000303145		1	0	1	1
ENSP00000340691		0	0	0	0
ENSP00000308695		1	0	1	0
ENSP00000359233		1	1	1	1
ENSP00000285930		0	0	0	0
ENSP00000305647		0	0	0	0
ENSP00000324842		0	0	1	1
ENSP00000316476		0	1	1	0
ENSP00000381293		0	1	1	0
ENSP00000328494		1	0	0	1
ENSP00000379051		1	1	1	1
ENSP00000258390		0	0	1	0
ENSP00000243903		0	0	0	1
ENSP00000337773		0	0	1	0
ENSP00000409952		1	0	1	1
ENSP00000395249		1	1	0	1
ENSP00000380921		1	0	1	1
ENSP00000388996		0	0	0	0
ENSP00000279230		1	0	0	0
ENSP00000264313		1	0	1	1
ENSP00000340736		1	1	0	0
ENSP00000357907		0	1	1	1
ENSP00000268607		1	0	0	1
ENSP00000253099		0	0	0	0
ENSP00000256339		1	1	1	1
ENSP00000339723		0	0	0	0
ENSP00000374447		0	0	0	0
ENSP00000365160		0	0	0	1
ENSP00000339637		1	0	0	0
ENSP00000359925		0	0	0	0
ENSP00000233468		0	0	0	1
ENSP00000403987		0	0	0	0
ENSP00000392828		1	0	0	0
ENSP00000270223		0	0	0	0
ENSP00000285021		1	0	0	0
ENSP00000368632		0	1	0	0
ENSP00000427123		0	1	0	0
ENSP00000254742		0	0	1	0
ENSP00000417190		0	1	0	0
ENSP00000293441		0	0	1	0
ENSP00000254480		0	1	1	1
ENSP00000414712		1	0	0	0
ENSP00000220003		0	0	1	0
ENSP00000258383		0	1	0	0
ENSP00000367830		1	0	0	0
ENSP00000364550		1	0	0	1
ENSP00000354952		1	0	0	1
ENSP00000369131		1	0	0	0
ENSP00000392859		0	0	0	0
ENSP00000418823		1	0	0	1
ENSP00000365107		1	0	0	1
ENSP00000301180		0	0	1	1
ENSP00000414055		1	1	0	0
ENSP00000347232		1	0	0	0
ENSP00000311766		0	0	0	0
ENSP00000324422		1	0	0	0
ENSP00000368565		0	0	0	0
ENSP00000339495		0	0	0	1
ENSP00000375956		1	0	1	0
ENSP00000353785		1	1	1	0
ENSP00000225567		1	0	0	0
ENSP00000217026		0	0	0	0
ENSP00000222511		1	1	1	1
ENSP00000348565		1	0	0	0
ENSP00000204961		1	0	1	0
ENSP00000008527		0	0	1	0
ENSP00000160827		1	0	0	0
ENSP00000359990		0	1	0	0
ENSP00000280362		0	0	0	0
ENSP00000446872		0	0	1	1
ENSP00000265560		1	1	0	0
ENSP00000312741		1	1	1	1
ENSP00000264414		0	1	1	1
ENSP00000335287		0	0	1	1
ENSP00000351813		0	1	1	0
ENSP00000418401		0	0	0	1
ENSP00000302232		0	0	0	0
ENSP00000305442		1	1	1	0
ENSP00000317334		0	1	0	1
ENSP00000249269		0	1	0	1
ENSP00000252486		0	0	0	0
ENSP00000375067		1	1	0	0
ENSP00000258796		1	0	1	0
ENSP00000256366		1	1	1	0
ENSP00000259667		0	0	0	0
ENSP00000223321		0	0	0	1
ENSP00000306528		1	1	0	1
ENSP00000085068		0	0	0	0
ENSP00000357283		0	1	1	0
ENSP00000265857		0	0	0	0
ENSP00000221930		0	0	0	0
ENSP00000238667		0	0	0	0
ENSP00000347271		0	0	0	0
ENSP00000264010		1	1	0	0
ENSP00000297792		1	0	0	0
ENSP00000171111		1	0	0	0
ENSP00000263102		0	1	0	0
ENSP00000361616		0	0	0	0
ENSP00000405514		1	0	1	1
ENSP00000282388		0	0	0	1
ENSP00000295685		0	1	0	0
ENSP00000298139		0	1	0	1
ENSP00000433427		0	1	0	0
ENSP00000325681		0	0	0	1
ENSP00000378307		1	0	0	0
ENSP00000364407		1	1	1	1
ENSP00000287156		0	0	0	0
ENSP00000341737		0	1	0	1
ENSP00000258200		1	0	1	0
ENSP00000345808		0	1	0	0
ENSP00000364293		0	1	0	0
ENSP00000349320		1	1	0	1
ENSP00000370105		0	0	0	1
ENSP00000358541		1	0	1	0
ENSP00000350352		1	0	0	0
ENSP00000371051		1	1	1	1
ENSP00000357917		0	0	0	0
ENSP00000263083		0	1	0	0
ENSP00000322977		0	1	0	1
ENSP00000320965		0	0	0	0
ENSP00000337261		1	0	0	0
ENSP00000370414		0	0	0	0
ENSP00000286621		0	0	1	0
ENSP00000203630		0	0	0	0
ENSP00000260585		1	1	1	1
ENSP00000373215		1	1	0	0
ENSP00000360163		1	0	0	0
ENSP00000303356		1	0	0	1
ENSP00000356548		0	0	0	0
ENSP00000377769		0	0	1	0
ENSP00000240093		1	1	1	1
ENSP00000343742		0	1	0	1
ENSP00000344572		1	0	0	0
ENSP00000238379		0	0	0	0
ENSP00000301776		0	0	0	0
ENSP00000369538		0	1	1	0
ENSP00000362592		0	0	1	1
ENSP00000352047		0	1	1	0
ENSP00000303709		0	0	0	1
ENSP00000325785		1	1	0	0
ENSP00000380793		0	0	0	1
ENSP00000436318		0	0	0	1
ENSP00000222402		1	0	0	1
ENSP00000348886		0	0	0	0
ENSP00000349087		0	0	0	0
ENSP00000336524		0	1	1	0
ENSP00000319482		1	1	1	1
ENSP00000450337		1	1	1	0
ENSP00000312143		1	0	1	0
ENSP00000263579		0	0	0	0
ENSP00000379475		1	0	0	0
ENSP00000401197		1	1	1	0
ENSP00000452007		1	0	0	1
ENSP00000340879		0	1	0	0
ENSP00000416097		1	0	1	0
ENSP00000228495		0	0	1	0
ENSP00000365757		1	0	0	0
ENSP00000354964		1	1	1	1
ENSP00000245564		1	0	1	1
ENSP00000447057		0	0	0	1
ENSP00000356256		1	0	0	0
ENSP00000263997		0	0	0	1
ENSP00000260702		1	0	1	0
ENSP00000240139		0	0	1	0
ENSP00000357051		0	0	1	0
ENSP00000356785		1	1	0	0
ENSP00000251849		0	0	0	0
ENSP00000409612		0	0	0	0
ENSP00000331514		0	0	0	1
ENSP00000219204		1	0	1	1
ENSP00000216330		0	0	1	0
ENSP00000266069		1	1	1	1
ENSP00000363638		1	1	1	0
ENSP00000255977		0	1	0	1
ENSP00000350467		0	0	0	0
ENSP00000219431		0	0	0	0
ENSP00000233575		1	1	0	0
ENSP00000323068		1	1	0	1
ENSP00000357048		1	1	0	1
ENSP00000330393		1	1	0	1
ENSP00000357175		1	0	0	1
ENSP00000343023		0	0	0	0
ENSP00000265333		1	0	0	1
ENSP00000307513		1	0	0	1
ENSP00000371682		0	1	0	0
ENSP00000368119		1	1	0	0
ENSP00000369739		0	0	1	1
ENSP00000210060		0	0	0	0
ENSP00000380227		0	1	0	1
ENSP00000395232		0	0	0	1
ENSP00000433352		1	1	0	0
ENSP00000250340		0	0	0	0
ENSP00000311665		1	0	0	1
ENSP00000237612		1	1	1	0
ENSP00000000442		0	0	0	0
ENSP00000349887		0	0	0	0
ENSP00000366275		1	1	0	0
ENSP00000364929		0	1	0	1
ENSP00000354911		0	1	1	0
ENSP00000261560		0	1	0	0
ENSP00000377470		0	0	0	1
ENSP00000371846		0	0	0	0
ENSP00000007699		0	0	0	0
ENSP00000282356		0	1	1	1
ENSP00000338573		1	0	1	0
ENSP00000173898		0	0	1	0
ENSP00000294008		1	1	0	0
ENSP00000331019		1	0	0	1
ENSP00000377486		1	0	0	0
ENSP00000304903		0	1	0	0
ENSP00000307265		1	0	0	0
ENSP00000313377		0	1	1	0
ENSP00000360672		1	1	1	1
ENSP00000350297		1	1	0	1
ENSP00000238875		0	1	1	1
ENSP00000351108		0	0	1	0
ENSP00000332823		0	0	1	0
ENSP00000338413		0	0	1	1
ENSP00000332247		1	1	1	1
ENSP00000310561		1	1	1	0
ENSP00000324944		0	0	0	0
ENSP00000376945		1	0	1	0
ENSP00000318472		0	1	0	0
ENSP00000356632		0	1	0	0
ENSP00000359539		0	0	0	1
ENSP00000291565		0	0	1	1
ENSP00000346240		0	0	0	0
ENSP00000263773		0	1	0	0
ENSP00000313199		0	1	1	0
ENSP00000249442		0	0	0	0
ENSP00000281453		1	0	0	0
ENSP00000256544		0	0	0	1
ENSP00000363640		0	0	0	0
ENSP00000376952		0	0	0	0
ENSP00000322524		0	0	0	0
ENSP00000268717		1	0	0	0
ENSP00000307288		0	0	0	0
ENSP00000384370		0	0	1	0
ENSP00000385746		1	0	0	1
ENSP00000385158		0	1	0	1
ENSP00000303570		1	0	0	0
ENSP00000393762		0	1	1	1
ENSP00000363891		1	0	1	0
ENSP00000361562		1	0	0	0
ENSP00000297591		1	1	1	0
ENSP00000285599		1	0	0	0
ENSP00000333920		0	0	0	1
ENSP00000223073		1	1	1	1
ENSP00000339532		1	1	0	0
ENSP00000251636		1	1	0	0
ENSP00000318318		1	0	0	1
ENSP00000346466		0	1	1	0
ENSP00000264775		0	1	0	0
ENSP00000442688		0	1	0	1
ENSP00000357292		1	1	1	1
ENSP00000355228		0	0	1	0
ENSP00000218089		1	1	1	1
ENSP00000264151		0	1	0	1
ENSP00000339844		0	0	0	0
ENSP00000351333		1	1	1	1
ENSP00000420714		1	0	0	0
ENSP00000296149		1	0	0	0
ENSP00000406157		1	0	1	0
ENSP00000361705		1	0	0	0
ENSP00000359300		1	1	0	0
ENSP00000232978		0	1	0	1
ENSP00000391669		1	0	0	0
ENSP00000345988		0	1	1	0
ENSP00000325905		0	0	1	0
ENSP00000348538		1	0	0	0
ENSP00000270538		1	0	0	0
ENSP00000344648		1	1	1	0
ENSP00000263354		0	0	0	0
ENSP00000335463		0	1	1	0
ENSP00000340176		0	0	0	0
ENSP00000355692		0	1	0	0
ENSP00000361245		1	1	0	0
ENSP00000259021		1	1	0	1
ENSP00000345917		0	1	0	0
ENSP00000282541		1	1	1	0
ENSP00000261407		0	0	0	0
ENSP00000216218		0	0	1	1
ENSP00000253669		0	0	0	0
ENSP00000264705		1	1	0	0
ENSP00000377941		1	0	0	0
ENSP00000345147		1	0	1	0
ENSP00000229570		0	0	1	1
ENSP00000324560		0	0	1	0
ENSP00000263864		0	0	0	0
ENSP00000246868		0	0	1	0
ENSP00000300417		1	0	0	0
ENSP00000370589		1	0	0	0
ENSP00000354583		1	0	1	1
ENSP00000253083		1	0	0	1
ENSP00000336606		0	0	0	0
ENSP00000377655		0	1	1	1
ENSP00000313070		1	1	1	1
ENSP00000354040		1	0	1	1
ENSP00000256707		1	0	0	0
ENSP00000273077		1	1	0	1
ENSP00000216297		1	1	1	0
ENSP00000347581		1	1	0	1
ENSP00000379999		0	0	0	0
ENSP00000420357		0	0	0	1
ENSP00000342381		0	0	0	0
ENSP00000384442		0	0	1	0
ENSP00000384223		0	0	0	0
ENSP00000370648		0	1	0	0
ENSP00000256854		1	0	0	0
ENSP00000256367		0	1	1	1
ENSP00000360540		0	0	0	0
ENSP00000401303		0	0	1	0
ENSP00000351740		0	1	1	0
ENSP00000364298		0	0	0	0
ENSP00000291906		1	0	1	0
ENSP00000264606		1	1	1	1
ENSP00000393292		0	0	0	1
ENSP00000341504		0	0	0	1
ENSP00000385610		0	0	0	0
ENSP00000217446		1	0	1	1
ENSP00000342889		0	0	0	0
ENSP00000245932		0	0	0	0
ENSP00000369666		1	0	0	0
ENSP00000350409		0	0	0	1
ENSP00000438875		1	1	0	1
ENSP00000357643		0	1	0	0
ENSP00000358862		0	0	0	1
ENSP00000362481		0	0	0	1
ENSP00000356218		0	0	0	1
ENSP00000254521		0	0	1	0
ENSP00000270233		1	0	0	0
ENSP00000288937		1	0	0	1
ENSP00000013125		0	0	0	0
ENSP00000293970		0	1	1	0
ENSP00000337512		0	0	1	0
ENSP00000325655		0	0	0	0
ENSP00000381717		1	0	1	1
ENSP00000251527		1	1	1	1
ENSP00000357484		1	1	1	1
ENSP00000417291		0	0	0	0
ENSP00000362409		1	0	0	0
ENSP00000266970		1	0	0	1
ENSP00000312244		1	0	0	1
ENSP00000362115		0	0	0	0
ENSP00000284981		0	0	1	0
ENSP00000375730		0	0	0	0
ENSP00000264167		1	1	1	1
ENSP00000220751		0	0	1	0
ENSP00000395449		0	0	1	1
ENSP00000318977		1	1	1	1
ENSP00000330730		0	1	0	0
ENSP00000322238		1	0	1	1
ENSP00000340944		1	0	1	1
ENSP00000394394		1	0	0	1
ENSP00000358770		1	1	1	1
ENSP00000369162		1	1	0	0
ENSP00000374354		1	0	0	1
ENSP00000348632		1	0	0	0
ENSP00000292431		0	0	0	0
ENSP00000303434		1	1	1	1
ENSP00000362330		1	1	1	1
ENSP00000340797		0	0	0	0
ENSP00000406577		1	0	0	0
ENSP00000305682		0	0	0	0
ENSP00000326858		1	1	1	1
ENSP00000334314		0	0	1	0
ENSP00000266987		0	0	0	0
ENSP00000254442		0	0	1	1
ENSP00000218340		1	1	0	1
ENSP00000229595		1	0	0	1
ENSP00000035383		0	0	0	0
ENSP00000391723		1	0	0	0
ENSP00000352738		0	1	0	1
ENSP00000397441		0	1	0	0
ENSP00000303515		0	0	1	0
ENSP00000349970		0	0	1	0
ENSP00000440847		0	0	1	1
ENSP00000267522		0	0	0	1
ENSP00000350378		0	1	0	0
ENSP00000354960		1	0	1	1
ENSP00000383820		0	0	0	0
ENSP00000258399		0	1	1	1
ENSP00000361524		1	0	0	0
ENSP00000219837		1	0	0	1
ENSP00000368856		0	0	1	0
ENSP00000312697		0	0	0	0
ENSP00000293217		1	1	1	1
ENSP00000352603		1	0	1	0
ENSP00000290039		0	1	0	0
ENSP00000382328		0	0	1	0
ENSP00000312042		1	1	0	0
ENSP00000256594		1	1	1	0
ENSP00000265807		0	0	0	1
ENSP00000268712		1	1	1	1
ENSP00000372199		0	0	0	1
ENSP00000348380		0	1	0	1
ENSP00000224140		1	0	1	1
ENSP00000380129		0	1	0	1
ENSP00000229329		0	1	0	0
ENSP00000383840		0	1	0	0
ENSP00000258494		0	1	0	1
ENSP00000368686		0	0	1	0
ENSP00000323246		1	1	1	1
ENSP00000252445		0	0	0	0
ENSP00000228136		0	1	0	1
ENSP00000362107		1	0	1	0
ENSP00000344488		0	1	0	0
ENSP00000230056		1	0	1	0
ENSP00000460871		1	1	1	1
ENSP00000313504		1	1	0	1
ENSP00000266732		0	0	1	1
ENSP00000337053		1	1	1	1
ENSP00000341208		1	0	1	1
ENSP00000350704		1	0	0	1
ENSP00000297857		0	0	0	0
ENSP00000362244		0	0	0	0
ENSP00000365775		0	1	0	1
ENSP00000359095		0	0	0	0
ENSP00000404151		1	1	0	0
ENSP00000272369		0	1	1	1
ENSP00000309457		1	1	1	1
ENSP00000267568		0	1	0	1
ENSP00000317473		0	0	0	1
ENSP00000364578		0	0	0	0
ENSP00000386772		0	0	0	0
ENSP00000410294		1	0	0	0
ENSP00000323580		0	0	0	1
ENSP00000309681		0	0	0	0
ENSP00000371594		1	0	1	0
ENSP00000368528		0	0	0	1
ENSP00000340466		1	1	1	0
ENSP00000388920		0	1	0	0
ENSP00000380734		0	0	0	0
ENSP00000265773		1	0	1	0
ENSP00000339095		1	0	0	0
ENSP00000361725		0	0	1	0
ENSP00000157812		0	0	0	0
ENSP00000262177		0	1	1	0
ENSP00000299518		0	1	0	0
ENSP00000354280		1	0	0	0
ENSP00000416250		0	0	0	0
ENSP00000351596		1	1	1	1
ENSP00000237530		0	0	0	0
ENSP00000261776		1	0	0	0
ENSP00000349275		1	0	1	0
ENSP00000252891		1	1	1	0
ENSP00000351811		1	0	0	1
ENSP00000286648		0	1	0	1
ENSP00000417763		1	0	0	1
ENSP00000286307		1	1	1	1
ENSP00000263966		1	1	1	1
ENSP00000365782		0	0	0	1
ENSP00000305355		1	1	0	0
ENSP00000413937		1	0	0	0
ENSP00000278612		0	1	1	1
ENSP00000365505		1	0	1	0
ENSP00000246802		0	0	0	0
ENSP00000318352		1	0	0	0
ENSP00000263707		1	1	1	1
ENSP00000271450		0	0	0	1
ENSP00000326342		1	1	0	1
ENSP00000359299		0	0	0	0
ENSP00000365443		0	0	0	0
ENSP00000258123		1	1	1	1
ENSP00000267116		1	0	1	1
ENSP00000458954		0	0	0	0
ENSP00000256496		0	1	0	0
ENSP00000317842		0	0	0	0
ENSP00000310729		1	1	1	1
ENSP00000334130		0	1	0	1
ENSP00000358120		0	0	0	0
ENSP00000355014		1	1	0	1
ENSP00000391311		0	0	0	0
ENSP00000265299		0	1	0	1
ENSP00000362918		1	0	1	1
ENSP00000304169		1	0	0	0
ENSP00000340274		1	1	1	0
ENSP00000337354		1	0	0	0
ENSP00000228289		0	0	0	0
ENSP00000336724		1	0	1	1
ENSP00000327459		0	1	1	0
ENSP00000286835		0	0	0	0
ENSP00000344242		0	0	0	0
ENSP00000332744		1	0	1	1
ENSP00000328671		0	0	0	0
ENSP00000355609		0	0	1	0
ENSP00000327959		1	0	0	1
ENSP00000278174		0	0	1	1
ENSP00000263697		0	0	0	0
ENSP00000379372		1	0	0	0
ENSP00000312304		0	1	0	1
ENSP00000362166		0	0	0	0
ENSP00000457522		1	0	1	0
ENSP00000368438		0	0	0	0
ENSP00000311572		0	0	0	1
ENSP00000309230		1	1	1	1
ENSP00000314807		1	0	1	1
ENSP00000381504		0	0	0	0
ENSP00000354775		1	1	1	1
ENSP00000338348		1	1	0	1
ENSP00000342962		0	0	1	1
ENSP00000436049		0	1	1	1
ENSP00000367755		1	0	0	0
ENSP00000281537		1	1	1	1
ENSP00000317902		0	1	0	1
ENSP00000406220		1	0	1	1
ENSP00000370949		0	0	1	1
ENSP00000373715		0	1	1	1
ENSP00000368439		0	0	0	0
ENSP00000462023		0	0	0	0
ENSP00000370737		0	1	0	1
ENSP00000265689		1	1	1	0
ENSP00000297540		1	0	1	0
ENSP00000403400		0	1	1	0
ENSP00000300056		0	0	1	0
ENSP00000345083		0	0	0	1
ENSP00000264020		0	0	0	1
ENSP00000316596		0	0	0	0
ENSP00000304782		0	0	0	1
ENSP00000349929		0	0	1	0
ENSP00000261681		1	0	0	0
ENSP00000362744		1	0	0	0
ENSP00000364526		0	1	1	1
ENSP00000216225		0	1	0	1
ENSP00000268220		0	0	0	0
ENSP00000164139		1	0	1	0
ENSP00000338629		1	0	0	0
ENSP00000428209		1	0	1	1
ENSP00000296424		1	0	0	0
ENSP00000412292		0	1	1	1
ENSP00000379680		1	0	0	0
ENSP00000234677		0	1	0	0
ENSP00000244020		0	0	0	1
ENSP00000392330		1	1	0	0
ENSP00000262031		1	0	1	1
ENSP00000434142		0	0	0	0
ENSP00000365388		1	0	0	0
ENSP00000361923		0	0	0	1
ENSP00000299314		0	0	0	1
ENSP00000216951		0	0	0	0
ENSP00000357973		0	1	1	0
ENSP00000322594		0	0	1	1
ENSP00000263559		1	1	1	0
ENSP00000254799		1	1	1	1
ENSP00000270257		1	0	0	0
ENSP00000249344		1	0	1	0
ENSP00000287701		1	0	0	1
ENSP00000264110		0	1	1	1
ENSP00000298585		0	0	0	0
ENSP00000266263		0	0	0	0
ENSP00000442770		1	0	1	0
ENSP00000281081		1	0	0	0
